Occurrence,Filière,Produit,Indicateur,  Valeur 
2017/2018,Maraîchage,Framboise,Superficie (Ha)," 1,942 "
2017/2018,Maraîchage,Haricot vert,Production-T (Tonnes)," 156,017 "
2017/2018,Maraîchage,Haricot vert,Superficie (Ha)," 6,284 "
2017/2018,Maraîchage,Melon,Production-T (Tonnes)," 500,823 "
2017/2018,Maraîchage,Melon,Superficie (Ha)," 16,716 "
2017/2018,Maraîchage,Menthe,Production-T (Tonnes)," 98,704 "
2017/2018,Maraîchage,Menthe,Superficie (Ha)," 3,352 "
2017/2018,Maraîchage,Mûrier,Production-T (Tonnes), 542 
2017/2018,Maraîchage,Mûrier,Superficie (Ha), 48 
2017/2018,Maraîchage,Myrtille,Production-T (Tonnes)," 25,314 "
2017/2018,Maraîchage,Myrtille,Superficie (Ha)," 2,183 "
2017/2018,Maraîchage,Navet,Production-T (Tonnes)," 144,949 "
2017/2018,Maraîchage,Navet,Superficie (Ha)," 6,720 "
2017/2018,Maraîchage,Niora,Production-T (Tonnes), 948 
2017/2018,Maraîchage,Niora,Superficie (Ha), 79 
2017/2018,Maraîchage,Oignon,Production-T (Tonnes)," 954,801 "
2017/2018,Maraîchage,Oignon,Superficie (Ha)," 36,733 "
2017/2018,Maraîchage,Oignon vert,Production-T (Tonnes)," 101,185 "
2017/2018,Maraîchage,Oignon vert,Superficie (Ha)," 2,878 "
2017/2018,Maraîchage,Pastèque,Production-T (Tonnes)," 742,375 "
2017/2018,Maraîchage,Pastèque,Superficie (Ha)," 18,941 "
2017/2018,Maraîchage,Patate douce,Production-T (Tonnes)," 18,120 "
2017/2018,Maraîchage,Patate douce,Superficie (Ha), 837 
2017/2018,Maraîchage,Petit Pois vert,Production-T (Tonnes)," 123,219 "
2017/2018,Maraîchage,Petit Pois vert,Superficie (Ha)," 20,996 "
2017/2018,Maraîchage,Piment poivron,Production-T (Tonnes)," 256,522 "
2017/2018,Maraîchage,Piment poivron,Superficie (Ha)," 5,449 "
2017/2018,Maraîchage,Pomme de terre,Production-T (Tonnes)," 1,869,149 "
2017/2018,Maraîchage,Pomme de terre,Superficie (Ha)," 62,033 "
2017/2018,Maraîchage,Tomate,Production-T (Tonnes)," 1,409,437 "
2017/2018,Maraîchage,Tomate,Superficie (Ha)," 15,955 "
2017/2018,Oléagineuses,Arachide,Production-T (Tonnes)," 32,152 "
2017/2018,Oléagineuses,Arachide,Superficie (Ha)," 12,850 "
2017/2018,Oléagineuses,Sésame,Production-T (Tonnes), 798 
2017/2018,Oléagineuses,Sésame,Superficie (Ha), 725 
2017/2018,Oléagineuses,Tournesol,Production-T (Tonnes)," 37,602 "
2017/2018,Oléagineuses,Tournesol,Superficie (Ha)," 21,708 "
2017/2018,Oliviers,Olivier,Production-T (Tonnes)," 1,561,465 "
2017/2018,Oliviers,Olivier,Superficie (Ha)," 1,039,841 "
2017/2018,Palmiers-Dattiers,Palmier dattier,Production-T (Tonnes)," 111,701 "
2017/2018,Palmiers-Dattiers,Palmier dattier,Superficie (Ha)," 59,127 "
2017/2018,Rosacées,Abricotier,Production-T (Tonnes)," 101,612 "
2017/2018,Rosacées,Abricotier,Superficie (Ha)," 11,153 "
2017/2018,Rosacées,Autres plantations fruitières,Production-T (Tonnes)," 31,852 "
2017/2018,Rosacées,Autres plantations fruitières,Superficie (Ha)," 5,827 "
2017/2018,Rosacées,Avocatier,Production-T (Tonnes)," 51,170 "
2017/2018,Rosacées,Avocatier,Superficie (Ha)," 4,449 "
2017/2018,Rosacées,Bananier,Production-T (Tonnes)," 319,950 "
2017/2018,Rosacées,Bananier,Superficie (Ha)," 8,412 "
2017/2018,Rosacées,Caroubier,Production-T (Tonnes)," 64,130 "
2017/2018,Rosacées,Caroubier,Superficie (Ha)," 13,121 "
2017/2018,Rosacées,Cerisier,Production-T (Tonnes)," 13,665 "
2017/2018,Rosacées,Cerisier,Superficie (Ha)," 3,025 "
2017/2018,Rosacées,Cognassier,Production-T (Tonnes)," 59,444 "
2017/2018,Rosacées,Cognassier,Superficie (Ha)," 4,357 "
2017/2018,Rosacées,Figuier,Production-T (Tonnes)," 128,380 "
2017/2018,Rosacées,Figuier,Superficie (Ha)," 61,498 "
2017/2018,Rosacées,Grenadier,Production-T (Tonnes)," 113,479 "
2017/2018,Rosacées,Grenadier,Superficie (Ha)," 12,644 "
2017/2018,Rosacées,Néflier,Production-T (Tonnes)," 5,354 "
2017/2018,Rosacées,Néflier,Superficie (Ha), 702 
2017/2018,Rosacées,Noyer,Production-T (Tonnes)," 12,467 "
2017/2018,Rosacées,Noyer,Superficie (Ha)," 7,702 "
2017/2018,Rosacées,Pacanier,Production-T (Tonnes), 261 
2017/2018,Rosacées,Pacanier,Superficie (Ha), 76 
2017/2018,Rosacées,Pêcher-nectarine,Production-T (Tonnes)," 157,893 "
2017/2018,Rosacées,Pêcher-nectarine,Superficie (Ha)," 11,019 "
2017/2018,Rosacées,Pistachier,Production-T (Tonnes), 66 
